TimeStamp,State_ID,State_ClassName,State_Title,State_ScreenshotPath,State_NumberOfElements
12/08/2014 7:32:34 PM,S1,enter ,,,4,
12/08/2014 7:36:33 PM,S2,project_main ,,,15,
12/08/2014 7:36:41 PM,S3,project_main ,,,21,
12/08/2014 7:37:01 PM,S4,project_task ,,,18,
12/08/2014 7:37:18 PM,S5,projects ,,,5,
12/08/2014 7:37:31 PM,S6,home ,,,5,
