State_ID,UIElement_ID,UIElement_Type,UIElement_Label,UIElement_Action,UIElement_Details
S1,E1,UIButton,,startPushed,,
S2,E1,UIButton,,stopPushed,,
S3,E1,UIButton,,startPushed,,
S4,E1,UIButton,,startPushed,,
