TimeStamp,Source_State_ID,Target_State_ID,TouchedElement_Type,TouchedElement_Label,TouchedElement_Action,TouchedElement_Details,Methods
11/14/2014 3:41:24 PM,S0,S1,,,,,Whistle:onCreate;,
11/14/2014 3:41:32 PM,S1,S2,Button,,onClick,,Whistle:onClick;,
11/14/2014 3:41:35 PM,S2,S3,Button,,onClick,,Whistle:onClick;Whistle:onStop;,
