TimeStamp,State_ID,State_ClassName,State_Title,State_ScreenshotPath,State_NumberOfElements
11/14/2014 3:41:24 PM,S1,Whistle ,,,2,
11/14/2014 3:41:32 PM,S2,Whistle ,,,2,
11/14/2014 3:41:39 PM,S3,Whistle ,,,2,
